,comments,disposition,incident,location,occurred,predicted_incident,reported,reported_date,season,ucpd_id,validated_address,validated_location,item_stolen,item_category,location_name,latitude,longitude
148,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),1/14/26 7:40,,2026-01-14 07:41:00-06:00,1/14/26,Winter,2026-004374,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
149,"Cell phone taken from unoccupied, unsecured vehicle parked on the street",Open,Theft,5545 S. Ellis Ave. (Public Way),1/13/26 11:20 PM to 11:25 PM,,2026-01-14 00:06:00-06:00,1/14/26,Winter,26-00042,"5545 S Ellis Ave, Chicago, Il, 60637",[ 41.79353026 -87.60127214],phone,Tech,Public Way,41.79353026,-87.60127214
150,Unknown suspects broke into a work van parked on the street off-campus and took tools / CD case JK113457,CPD,Information / Theft,1530 E. 59th St. (Public Way),1/13/26 11:30,,2026-01-13 11:40:00-06:00,1/13/26,Winter,2026-004028,"1530 E 59th St, Chicago, Il, 60637",[ 41.78794188 -87.58818921],tools,Tools,Public Way,41.78794188,-87.58818921
151,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),1/12/26 9:05,,2026-01-12 09:08:00-06:00,1/12/26,Winter,2026-003591,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
152,Jacket taken from off-campus apartment building / Referred to CPD,Referred,Information / Theft,6105 S. University Ave.,1/9/26 to 1/10/26 12:00 PM to 2:00 AM,,2026-01-11 17:54:00-06:00,1/11/26,Winter,2026-003419,"6105 S University Ave, Chicago, Il, 60637",[ 41.78402203 -87.59782784],clothing,Clothing & Jewelry,,41.78402203,-87.59782784
153,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),1/10/26 15:20,,2026-01-10 15:22:00-06:00,1/10/26,Winter,2026-003156,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
154,"Unattended, unsecured AirPods taken from community room",Open,Theft,1005 E. 60th St. (Burton-Judson RH),1/7/26 7:40 PM to 10:00 PM,,2026-01-09 19:45:00-06:00,1/9/26,Winter,26-00030,"1005 E 60th St, Chicago, Il, 60637",[ 41.78587286 -87.60103446],airpods,Tech,Burton-Judson RH,41.78587286,-87.60103446
155,"Unsecured, unattended bag taken",Open,Theft,5815 S. Maryland Ave. (Mitchell Hospital),1/7/26  to 1/9/26 10:00 AM to 6:00 PM,,2026-01-09 19:04:00-06:00,1/9/26,Winter,26-00029,"5815 S Maryland Ave, Chicago, Il, 60637",[ 41.78922352 -87.60487504],bag,Bags,Mitchell Hospital,41.78922352,-87.60487504
156,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),1/9/26 15:30,,2026-01-09 15:32:00-06:00,1/9/26,Winter,2026-002893,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
157,Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),1/9/26 14:30,,2026-01-09 14:31:00-06:00,1/9/26,Winter,2026-002881,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
158,An unknown subject took packages that were delivered to the off-campus private apartment building / CPD case JK107972,CPD,Information / Theft,5111 S. University Ave. (Apartment Building),1/7/26 19:30,,2026-01-08 11:21:00-06:00,1/8/26,Winter,2026-002499,"5111 S University Ave, Chicago, Il, 60615",[ 41.80199613 -87.59816201],package,Packages & Food delivery,Apartment Building,41.80199613,-87.59816201
159,An unknown subject took merchandise from the off-campus store without paying/ Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),1/8/26 10:35,,2026-01-08 10:37:00-06:00,1/8/26,Winter,2026-002489,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
160,Jewelry taken from patient's personal property,Open,Theft,5656 S. Maryland Ave. (UCMED),1/6/26 10:15 AM to 6:30 PM,,2026-01-07 13:24:00-06:00,1/7/26,Winter,26-00023,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297],jewelry,Clothing & Jewelry,UCMED,41.7921342,-87.60503297
161,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),1/7/26 11:30,,2026-01-07 11:32:00-06:00,1/7/26,Winter,2026-002128,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
162,Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),1/6/26 16:40,,2026-01-06 16:45:00-06:00,1/6/26,Winter,2026-001909,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
163,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),1/5/26 12:55,,2026-01-05 13:00:00-06:00,1/5/26,Winter,2026-001585,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
164,2025 Acura parked on the street off-campus was taken / Referred to CPD,Referred,Information / Motor Vehicle Theft,1530 E. 59th St. (Public Way),1/4/26 6:00 AM to 1:50 PM,,2026-01-04 15:54:00-06:00,1/4/26,Winter,2026-001207,"1530 E 59th St, Chicago, Il, 60637",[ 41.78794188 -87.58818921],car (acura 2025),Car & Car parts,Public Way,41.78794188,-87.58818921
165,A patient's walker was taken by a subject / Walker later found abandoned at 63rd St. & Cottage Grove / Returned to victim,Closed,Theft,5656 S. Maryland Ave. (UCMED),1/4/26 14:04,,2026-01-04 15:25:00-06:00,1/4/26,Winter,26-00016,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297],walker,Miscellaneous,UCMED,41.7921342,-87.60503297
166,A subject took merchandise from the off-campus store without paying and was arrested by UCPD officers,Arrest,Theft,1346 E. 53rd St. (Target),1/1/26 17:39,,2026-01-01 17:43:00-06:00,1/1/26,Winter,26-00003,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
167,Unattended violin taken from hallway,Open,Theft,1362 E. 59th St. (Blaine Hall),12/3/25 to 12/30/25 12:00 AM to 11:40 AM,,2025-12-30 11:42:00-06:00,12/30/25,Winter,25-01720,"1362 E 59th St, Chicago, Il, 60637",[ 41.78789688 -87.59272762],musical instrument (violin),Miscellaneous,Blaine Hall,41.78789688,-87.59272762
168,Window smashed and property taken from a work van parked on the street off-campus / Referred to CPD,Referred,Information / Theft,1421 E. 54th St. (Public Way),12/29/25 10:30 AM to 12:50 PM,,2025-12-29 12:53:00-06:00,12/29/25,Winter,2025-073932,"1421 E 54th St, Chicago, Il, 60615",[ 41.79800324 -87.5909271 ],?,Unspecified - `Property`,Public Way,41.79800324,-87.5909271
169,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1526 E. 55th St. (Trader Joe's),12/28/25 18:20,,2025-12-28 18:21:00-06:00,12/28/25,Winter,2025-073742,"1526 E 55th St, Chicago, Il, 60615",[ 41.79545686 -87.58927653],merchandise,Merchandise,Trader Joe's,41.79545686,-87.58927653
170,"Unattended, unsecured jacket taken from room",Open,Theft,5700 S. Maryland Ave. (CCD),12/16/25 3:00 PM to 5:00 PM,,2025-12-26 16:27:00-06:00,12/26/25,Winter,25-01712,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721],clothing,Clothing & Jewelry,CCD,41.7903992,-87.60501721
171,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/26/25 15:15,,2025-12-26 15:20:00-06:00,12/26/25,Winter,2025-073172,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
172,An unknown subject took tools from a UC vehicle and fled on foot,Open,Theft,6020 S. Ingleside Ave. (Public Way),12/26/25 12:39,,2025-12-26 12:39:00-06:00,12/26/25,Winter,25-01710,"6020 S Ingleside Ave, Chicago, Il, 60637",[ 41.78518925 -87.60287161],tools,Tools,Public Way,41.78518925,-87.60287161
173,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),12/26/25 11:02,,2025-12-26 11:04:00-06:00,12/26/25,Winter,2025-073147,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
174,A subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/24/25 9:45,,2025-12-24 09:47:00-06:00,12/24/25,Winter,2025-072395,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
175,Window smashed and property taken from vehicle parked in a parking lot off-campus / Referred to CPD,Referred,Information / Theft,1301 E. 47th St. (Parking Lot),12/23/25  8:00 PM to 9:20 PM,,2025-12-23 21:48:00-06:00,12/23/25,Winter,2025-072283,"1301 E 47th St, Chicago, Il, 60653",[ 41.80960615 -87.59460918],?,Unspecified - `Property`,Parking Lot,41.80960615,-87.59460918
176,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),12/23/25 13:45,,2025-12-23 13:49:00-06:00,12/23/25,Winter,2025-072210,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
177,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),12/22/25 17:24,,2025-12-22 17:26:00-06:00,12/22/25,Winter,2025-071982,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
178,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/19/25 11:38,,2025-12-19 11:39:00-06:00,12/19/25,Winter,2025-070927,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
179,A known subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),12/18/25 12:00,,2025-12-18 12:05:00-06:00,12/18/25,Winter,2025-070720,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
180,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/16/25 13:00,,2025-12-16 13:16:00-06:00,12/16/25,Winter,2025-070243,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
181,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/16/25 10:45,,2025-12-16 10:49:00-06:00,12/16/25,Winter,2025-070211,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
182,Musical instrument taken,Open,Theft,1362 E. 59th St. (Blaine Hall),11/17/25  time unknown,,2025-12-15 11:33:00-06:00,12/15/25,Winter,25-01677,"1362 E 59th St, Chicago, Il, 60637",[ 41.78789688 -87.59272762],musical instrument,Miscellaneous,Blaine Hall,41.78789688,-87.59272762
183,A subject took merchandise from the off-campus store without paying and was arrested by UCPD officer,Arrest,Theft,1346 E. 53rd St. (Target),12/14/25 13:30,,2025-12-14 13:32:00-06:00,12/14/25,Winter,25-01674,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
184,Cash was taken from vehicle parked on the street,Open,Theft,5717 S. Cottage Grove Ave. (Public Way),12/10/25 to 12/11/25  7:00 PM to 7:00 AM,,2025-12-13 07:23:00-06:00,12/13/25,Winter,25-01669,"5717 S Cottage Grove Ave, Chicago, Il, 60637",[ 41.79119347 -87.60607332],cash,"Wallet, Credit cards, Cash",Public Way,41.79119347,-87.60607332
185,2018 Lexus SUV taken from off-campus parking lot / Referred to CPD,Referred,Information / Motor Vehicle Theft,6340 S. Kenwood Ave. (Parking Lot),12/12/25 8:10 AM to 5:00 PM,,2025-12-12 17:03:00-06:00,12/12/25,Winter,2025-069508,"6340 S Kenwood Ave, Chicago, Il, 60637",[ 41.77946648 -87.593123  ],car (lexus 2018),Car & Car parts,Parking Lot,41.77946648,-87.593123
186,Items of food taken from walk-in freezer in shared basement of off-campus restaurant / Referred to CPD,Referred,Information / Theft,1301 E. 53rd St. (Restaurant),12/12/25 4:00 AM to 5:00 AM,,2025-12-12 11:28:00-06:00,12/12/25,Winter,2025-069444,"1301 E 53rd St, Chicago, Il, 60615",[ 41.79941786 -87.59495091],food,Miscellaneous,Restaurant,41.79941786,-87.59495091
187,"Unattended, unsecured AirPods taken",Open,Theft,1100 E. 57th St. (Regenstein Library),12/10/25 3:30 PM to 6:30 PM,,2025-12-12 10:01:00-06:00,12/12/25,Winter,25-01666,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254],airpods,Tech,Regenstein Library,41.79148537,-87.59815254
188,"Unattended, unsecured messenger bag and contents taken",Open,Theft,1100 E. 57th St. (Regenstein Library),12/11/25 8:00 PM to10:00 PM,,2025-12-11 23:10:00-06:00,12/11/25,Winter,25-01665,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254],bag,Bags,Regenstein Library,41.79148537,-87.59815254
189,Victim left phone in subject's vehicle parked off-campus / Suspect drove off with victim's phone / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Parking Lot),12/11/25 16:05,,2025-12-11 16:27:00-06:00,12/11/25,Winter,2025-069236,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],phone,Tech,Parking Lot,41.79409491,-87.66382574
190,Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),12/11/25 14:03,,2025-12-11 14:07:00-06:00,12/11/25,Winter,2025-069213,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
191,Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/9/25 12:42,,2025-12-09 12:44:00-06:00,12/9/25,Winter,2025-068729,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
192,Jacket taken from break room,Open,Theft,5700 S. Maryland Ave. (CCD),12/8/25 6:55 AM to 7:45 PM,,2025-12-08 21:20:00-06:00,12/8/25,Winter,25-01650,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721],clothing,Clothing & Jewelry,CCD,41.7903992,-87.60501721
193,"An unattended, unsecured Canada Goose parka taken / Suspect located, jacket recovered / Victim declined to prosecute",Ex. Cleared,Theft,1100 E. 57th St. (Regenstein Library),12/6/25 2:00 PM to 10:30 PM,,2025-12-06 23:26:00-06:00,12/6/25,Winter,25-01641,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254],clothing,Clothing & Jewelry,Regenstein Library,41.79148537,-87.59815254
194,2025 Honda SUV parked on the street off-campus was taken / Referred to CPD,Referred,Information / Motor Vehicle Theft,5426 S. Hyde Park Blvd. (Public Way),12/5/25 to 12/6/25 6:30 PM to 8:25 AM,,2025-12-06 09:36:00-06:00,12/6/25,Winter,2025-068009,"5426 S Hyde Park Blvd, Chicago, Il, 60615",[ 41.79737711 -87.58407598],car (honda 2025),Car & Car parts,Public Way,41.79737711,-87.58407598
195,"Unattended, unsecured violin taken from hallway",Open,Theft,5823 S. Kenwood Ave. (Sunny Gym),11/18/25 9:15 AM to 5:00 PM,,2025-12-05 15:59:00-06:00,12/5/25,Winter,25-01633,"5823 S Kenwood Ave, Chicago, Il, 60637",[ 41.78948097 -87.59309242],musical instrument (violin),Miscellaneous,Sunny Gym,41.78948097,-87.59309242
196,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/5/25 11:00,,2025-12-05 11:00:00-06:00,12/5/25,Winter,2025-067772,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
197,Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1228 E. 53rd St. (CVS),12/5/25 4:30,,2025-12-05 04:30:00-06:00,12/5/25,Winter,2025-067722,"1228 E 53rd St, Chicago, Il, 60615",[ 41.79951603 -87.59614964],merchandise,Merchandise,CVS,41.79951603,-87.59614964
198,Items taken from desk in an unsecured area,Open,Theft,1307 E. 60th St. (Keller Center),11/26/25 to 12/1/25 6:00 PM to 9:00 AM,,2025-12-04 15:18:00-06:00,12/4/25,Winter,25-01628,"1307 E 60th St, Chicago, Il, 60637",[ 41.78600877 -87.59433991],?,Unspecified - `Property`,Keller Center,41.78600877,-87.59433991
199,Items taken from desk in an unsecured area,Open,Theft,1307 E. 60th St. (Keller Center),11/22/25 to 12/4/25 6:00 PM to 12:00 PM,,2025-12-04 14:53:00-06:00,12/4/25,Winter,25-01627,"1307 E 60th St, Chicago, Il, 60637",[ 41.78600877 -87.59433991],?,Unspecified - `Property`,Keller Center,41.78600877,-87.59433991
200,Items taken from desk in an unsecured area,Open,Theft,1307 E. 60th St. (Keller Center),12/3/25 to 12/4/25 5:00 PM to 11:00 AM,,2025-12-04 14:18:00-06:00,12/4/25,Winter,25-01626,"1307 E 60th St, Chicago, Il, 60637",[ 41.78600877 -87.59433991],?,Unspecified - `Property`,Keller Center,41.78600877,-87.59433991
201,Purse taken from parked vehicle,Open,Theft,5700 S. Woodlawn Ave. (Rear Parking Lot),12/2/25 to 12/4/25 12:00 PM to 7:00 AM,,2025-12-04 11:46:00-06:00,12/4/25,Winter,25-01625,"5700 S Woodlawn Ave, Chicago, Il, 60637",[ 41.7913883  -87.59653347],bag,Bags,Rear Parking Lot,41.7913883,-87.59653347
202,Two unknown subjects took tools from a work van parked on the street off-campus / CPD case JJ508599,CPD,Information / Theft,5500 S. Lake Shore Dr. (Public Way),12/2/25 9:45,,2025-12-02 09:51:00-06:00,12/2/25,Winter,2025-067055,"5500 S Lake Shore Dr, Chicago, Il, 60615",[ 41.79618983 -87.57932709],tools,Tools,Public Way,41.79618983,-87.57932709
203,Camera and camera accessories taken from unsecured cabinet,Open,Theft,1025 E. 58th St. (Swift Hall),11/26/25 to 12/1/25 11:00 AM to 12:45 PM,,2025-12-02 09:47:00-06:00,12/2/25,Winter,25-01616,"1025 E 58th St, Chicago, Il, 60637",[ 41.78953586 -87.59906074],camera,Tech,Swift Hall,41.78953586,-87.59906074
204,A subject took merchandise from the off-campus store without paying / Suspect detained / Management declined to press charges,Closed,Information / Theft,1554 E. 55th St. (Walgreens),11/26/25 12:42,,2025-11-26 12:43:00-06:00,11/26/25,Fall,2025-065634,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
205,Unknown suspect(s) smashed window of UC owned work van and took tools,Open,Theft,5835 S. Kimbark Ave.,11/26/25 7:41,,2025-11-26 07:42:00-06:00,11/26/25,Fall,25-01594,"5835 S Kimbark Ave, Chicago, Il, 60637",[ 41.78899082 -87.59470167],tools,Tools,,41.78899082,-87.59470167
206,"Parked, secured 2022 Acura taken from the street off-campus / Referred to CPD",Referred,Information / Motor Vehicle Theft,1453 E. Hyde Park Blvd. (Public Way),11/25/25 6:15 PM to 9:05 PM,,2025-11-25 21:16:00-06:00,11/25/25,Fall,2025-065484,"1453 E Hyde Park Blvd, Chicago, Il, 60615",[ 41.80238207 -87.59008963],car (acura 2022),Car & Car parts,Public Way,41.80238207,-87.59008963
207,Painting taken from wall of bridge connecting DCAM and parking garage,Open,Theft,5758 S. Maryland Ave. (DCAM),11/21/25 to 11/24/25 1:45 PM to 9:00 AM,,2025-11-25 13:45:00-06:00,11/25/25,Fall,25-01589,"5758 S Maryland Ave, Chicago, Il, 60637",[ 41.79005688 -87.60501186],painting,Miscellaneous,DCAM,41.79005688,-87.60501186
208,A subject took packages from a porch off-campus / Suspect detained by UCPD officers but victim declined to press charges,Ex. Cleared,Theft,5100 S. Drexel Ave. (Public Way),11/23/25 9:31,,2025-11-23 09:33:00-06:00,11/23/25,Fall,25-01583,"5100 S Drexel Ave, Chicago, Il, 60615",[ 41.80136186 -87.60403262],package,Packages & Food delivery,Public Way,41.80136186,-87.60403262
209,2020 Acura taken from the street off-campus / Referred to CPD,Referred,Information / Motor Vehicle Theft,1703 E. 53rd St. (Public Way),11/22/25 2:00 AM to 4:00 AM,,2025-11-22 04:09:00-06:00,11/22/25,Fall,2025-064598,"1703 E 53rd St, Chicago, Il, 60615",[ 41.79956442 -87.58396584],car (acura 2020),Car & Car parts,Public Way,41.79956442,-87.58396584
210,"Unattended, unsecured backpack taken",Open,Theft,6030 S. Ellis Ave. (Edelstone Parking Lot),11/21/25 7:25 PM to 7:35 PM,,2025-11-21 19:39:00-06:00,11/21/25,Fall,25-01575,"6030 S Ellis Ave, Chicago, Il, 60637",[ 41.78535036 -87.60125539],backpack,Tech,Edelstone Parking Lot,41.78535036,-87.60125539
211,A subject took merchandise from the off-campus store without paying and was arrested by CPD officers / CPD case,CPD,Information / Theft,1346 E. 53rd St. (Target),11/21/25 11:15,,2025-11-21 11:15:00-06:00,11/21/25,Fall,2025-064397,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
212,Secured electric scooter taken from bike rack,Open,Theft,5500 S. University Ave. (Campus North RH),10/12/25 to 11/21/25 6:00 PM to 9:10 AM,,2025-11-21 09:28:00-06:00,11/21/25,Fall,25-01573,"5500 S University Ave, Chicago, Il, 60637",[ 41.79501825 -87.5981983 ],e-scooter,Bikes & E-scooters,Campus North RH,41.79501825,-87.5981983
213,A subject took merchandise from the off-campus store without paying and was arrested by UCPD officers,Arrest,Theft,1539 E. 53rd St. (Akira),11/20/25 18:08,,2025-11-20 18:08:00-06:00,11/20/25,Fall,25-01571,"1539 E 53rd St, Chicago, Il, 60615",[ 41.79949886 -87.58771041],merchandise,Merchandise,Akira,41.79949886,-87.58771041
214,Window smashed and property taken from a vehicle parked on the street off-campus / Referred to CPD,Referred,Information / Theft,5300 S. Ingleside Ave. (Public Way),11/18/25 to 11/19/25 12:30 PM to 10:00 AM,,2025-11-19 10:11:00-06:00,11/19/25,Fall,2025-063989,"5300 S Ingleside Ave, Chicago, Il, 60615",[ 41.79933558 -87.60290137],?,Unspecified - `Property`,Public Way,41.79933558,-87.60290137
215,"Two subjects took merchandise from the off-campus store without paying / UCPD officers detained both suspects / One suspect charged with theft, the second suspect arrested for an active warrant from Cook County",Arrest,Theft,1554 E. 55th St. (Walgreens),11/19/25 2:08,,2025-11-19 02:09:00-06:00,11/19/25,Fall,25-01562,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
216,"Unsecured, unattended backpack taken",Open,Theft,5801 S. Ellis Ave. (Public Way),11/18/25 10:00 PM to 11:35 PM,,2025-11-18 23:48:00-06:00,11/18/25,Fall,25-01561,"5801 S Ellis Ave, Chicago, Il, 60637",[ 41.78955351 -87.60118326],backpack,Tech,Public Way,41.78955351,-87.60118326
217,Window smashed and tools taken from UC owned work van,Open,Theft,5835 S. Kimbark Ave. (Judd Hall Parking Lot),11/18/25 1:00 PM to 3:40 PM,,2025-11-18 15:54:00-06:00,11/18/25,Fall,25-01557,"5835 S Kimbark Ave, Chicago, Il, 60637",[ 41.78899082 -87.59470167],tools,Tools,Judd Hall Parking Lot,41.78899082,-87.59470167
218,Patient's iPhone was taken from hospital room,Open,Theft,5700 S. Maryland Ave. (CCD),11/18/25 9:00 AM to 1:20 PM,,2025-11-18 13:26:00-06:00,11/18/25,Fall,25-01555,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721],phone,Tech,CCD,41.7903992,-87.60501721
219,Unsecured bicycle taken from vestibule,Open,Theft,5602 S. Maryland Ave. (High Bay Research),11/17/25 4:30 PM to 5:00 PM,,2025-11-17 17:36:00-06:00,11/17/25,Fall,25-01553,"5602 S Maryland Ave, Chicago, Il, 60637",[ 41.79307303 -87.6050563 ],bike (unsecured),Bikes & E-scooters,High Bay Research,41.79307303,-87.6050563
220,A subject took merchandise from the off-campus store without paying / Suspect located and detained by UCPD / Management declined to prosecute,Ex. Cleared,Theft,1346 E. 53rd St. (Target),11/17/25 14:50,,2025-11-17 15:09:00-06:00,11/17/25,Fall,25-01552,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
221,Tire taken from bicycle secured to bike rack,Open,Theft,1427 E. 60th St. (Press Building Bike Rack),11/16/25 to 11/17/25 8:00 PM to 12:45 AM,,2025-11-17 00:49:00-06:00,11/17/25,Fall,25-01548,"1427 E 60th St, Chicago, Il, 60637",[ 41.78604386 -87.59113719],bike parts,Bikes & E-scooters,Press Building Bike Rack,41.78604386,-87.59113719
222,A suspect took merchandise from the off-campus store without paying and was arrested by CPD,CPD,Information / Theft,1346 E. 53rd St. (Target),11/16/25 19:28,,2025-11-16 19:29:00-06:00,11/16/25,Fall,2025-063325,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
223,Secured bicycle taken from bike rack / Abandoned bike later recovered by UCPD and returned to victim,Open,Theft,929 E. 57th St. (Gordon Center Bike Rack),11/14/25 to 11/16/25 12:00 PM to 2:55 PM,,2025-11-16 14:58:00-06:00,11/16/25,Fall,25-01544,"929 E 57th St, Chicago, Il, 60637",[ 41.79131786 -87.6030103 ],bike (secured),Bikes & E-scooters,Gordon Center Bike Rack,41.79131786,-87.6030103
224,Secured electric scooter taken from bike rack,Open,Theft,6031 S. Ellis Ave. (Granville-Grossman RH Bike Rack),11/14/25 to 11/15/25 12:00 PM to 5:15 PM,,2025-11-15 17:17:00-06:00,11/15/25,Fall,25-01540,"6031 S Ellis Ave, Chicago, Il, 60637",[ 41.78535247 -87.60110174],e-scooter,Bikes & E-scooters,Granville-Grossman RH Bike Rack,41.78535247,-87.60110174
